sys_updated_by,department,start_date,target_percentage,category,priority,state,metric,end_date,owner,percent_complete,sys_id,description,contains_keywords,goal_met
admin,Finance,2022-09-10,56,Revenue Growth,Low,Completed,Employee Turnover Rate,2022-11-29,user039,71.0,G000255,Increase annual software sales revenue by 20% through expanded digital marketing and partnerships.,0,True
admin,Marketing,2022-07-02,58,Cost Reduction,Medium,Cancelled,Employee Turnover Rate,2023-04-01,user001,24.004792324755087,G000256,Reduce overall IT spending by consolidating vendor contracts and renegotiating terms to achieve a 20% cost savings within the next fiscal year.,1,False
admin,Finance,2022-11-19,88,Revenue Growth,Medium,In Progress,Employee Turnover Rate,2023-03-02,user081,73.0,G000257,Develop and launch two new product lines by Q3 to increase annual revenue by 20% over the previous year.,0,False
admin,Marketing,2022-03-07,99,Employee Satisfaction,Low,In Progress,Survey Score,2022-05-09,user080,26.117396011781523,G000258,Enhance the employee onboarding process to improve overall satisfaction scores by 20% within the next fiscal year.,1,False
admin,IT,2022-07-01,69,Revenue Growth,Low,In Progress,Employee Turnover Rate,2022-10-27,user035,38.0,G000259,Expand market outreach programs to increase overall revenue by 20% in the upcoming fiscal quarter through enhanced digital marketing campaigns and strategic partnerships.,0,False
admin,Finance,2022-07-24,70,Revenue Growth,Critical,Completed,Survey Score,2023-01-10,user001,71.0,G000260,"Develop and launch a new product line aimed at increasing annual revenue by 20%, targeting a specific market segment known for rapid growth and high demand.",0,True
admin,IT,2022-11-13,63,Cost Reduction,Medium,In Progress,Survey Score,2023-11-01,user028,23.161083763206122,G000261,Reduce overall IT infrastructure costs by 20% through consolidation of unused server resources and negotiating better terms with software vendors.,1,False
admin,HR,2022-07-28,70,Employee Satisfaction,Low,Cancelled,Employee Turnover Rate,2022-11-05,user070,81.80418514365974,G000262,Launch a quarterly employee feedback survey to improve workplace satisfaction and engagement by 20% over the next fiscal year.,1,True
admin,Marketing,2022-11-18,92,Customer Satisfaction,High,In Progress,Survey Score,2023-03-19,user054,63.33186557457288,G000263,Develop and deploy an updated customer feedback system to achieve a 20% improvement in customer satisfaction scores by the end of Q4.,1,False
admin,Finance,2022-12-06,97,Cost Reduction,Low,Completed,Expense Ratio,2023-12-08,user014,100.0,G000264,Reduce overall IT support costs by 20% through optimizing the ticket handling process and improving first call resolution rates.,1,True
admin,Finance,2022-04-10,57,Cost Reduction,Critical,In Progress,Expense Ratio,2022-11-19,user039,55.0,G000265,"Optimize IT infrastructure by consolidating unused servers, leading to a 20% cut in annual maintenance costs from $500K to $400K.",0,False
admin,Finance,2022-06-17,53,Cost Reduction,High,Cancelled,Survey Score,2023-03-08,user067,45.26109401985478,G000266,"Reduce overall IT expenses by optimizing software licensing agreements, aiming for at least a 20% cost reduction by end of the fiscal year.",1,False
admin,Finance,2022-08-12,66,Customer Satisfaction,Critical,Planned,Employee Turnover Rate,2022-11-15,user085,27.520031038481207,G000267,Develop a new customer feedback system to improve satisfaction ratings by 20% over the next fiscal quarter.,1,False
admin,Finance,2022-07-18,75,Cost Reduction,Low,In Progress,Expense Ratio,2023-04-26,user015,53.61017944361245,G000268,"Reduce overall IT expenditure by consolidating vendor contracts and negotiating better terms, aiming for a 20% cost savings within the next fiscal year.",1,False
admin,Finance,2022-02-28,76,Cost Reduction,Low,In Progress,Employee Turnover Rate,2022-09-14,user007,48.88209068143503,G000269,"Reduce operational expenses by optimizing energy usage across all corporate sites, aiming to cut electricity costs by 20% within the next fiscal year.",1,False
admin,HR,2022-02-28,78,Cost Reduction,Critical,In Progress,Expense Ratio,2022-09-14,user095,30.374345353449847,G000270,"Reduce overall IT spending by optimizing our cloud infrastructure usage, aiming for a 20% cost saving within the next fiscal year.",1,False
admin,Finance,2022-07-09,52,Employee Satisfaction,Medium,In Progress,Survey Score,2022-08-31,user096,30.86861679661739,G000271,Enhance employee engagement programs to improve overall job satisfaction ratings by 20% in the upcoming fiscal year.,1,False
admin,Finance,2022-07-28,96,Cost Reduction,Medium,In Progress,Employee Turnover Rate,2023-05-12,user007,77.0,G000272,Achieve a 20% reduction in overall IT spending by consolidating software licenses and negotiating volume discounts with major vendors.,0,False
admin,Finance,2022-12-27,62,Revenue Growth,Low,Cancelled,Sales Increase,2023-05-08,user078,33.0,G000273,"Develop a new product line to increase annual revenues by 20%, aiming to capture a wider market share in the technology sector.",0,False
admin,Finance,2022-07-21,86,Cost Reduction,High,In Progress,Employee Turnover Rate,2023-05-01,user097,96.28135651196382,G000274,Reduce software license expenses by consolidating vendor contracts and eliminating underutilized licenses to achieve a cost saving of 20% over the next fiscal year.,1,True
admin,Finance,2022-01-22,81,Cost Reduction,Medium,Completed,Expense Ratio,2022-07-17,user014,100.0,G000275,Optimize vendor contracts and automate invoice processing to achieve a 20% reduction in overhead expenses within the next fiscal year.,0,True
admin,Marketing,2022-02-17,86,Customer Satisfaction,High,In Progress,Sales Increase,2022-03-15,user056,60.0,G000276,Develop a new customer feedback tool aimed at increasing overall satisfaction ratings by 20% by the end of Q4.,0,False
admin,HR,2022-03-30,76,Customer Satisfaction,Medium,Completed,Expense Ratio,2022-06-13,user094,100.0,G000277,Develop a customer feedback system to increase satisfaction scores by 20% over the next six months through improved service and support.,1,True
admin,HR,2022-11-15,86,Efficiency,High,In Progress,Survey Score,2023-03-04,user038,51.0,G000278,Optimize the workflow processes to enhance overall operational efficiency by reducing task completion time by 20%.,0,False
admin,Finance,2022-11-21,67,Employee Satisfaction,High,Completed,Employee Turnover Rate,2023-01-18,user014,100.0,G000279,"Increase employee satisfaction by promoting a flexible work environment, aiming to enhance work-life balance and achieve a 5% improvement in employee satisfaction survey results.",1,True
admin,Marketing,2022-08-26,52,Cost Reduction,High,In Progress,Sales Increase,2023-06-28,user061,20.0,G000280,Achieve a 20% reduction in operational expenses by optimizing energy usage and renegotiating vendor contracts.,0,False
admin,HR,2022-01-11,61,Customer Satisfaction,Medium,Completed,Employee Turnover Rate,2022-03-30,user030,92.08088527690812,G000281,"Develop and implement a comprehensive training program for customer service representatives to improve client interaction quality, aiming to increase customer satisfaction ratings by 20% within the next fiscal year.",1,True
admin,IT,2022-05-08,51,Cost Reduction,Low,Completed,Expense Ratio,2023-01-03,user062,77.39896291496859,G000282,"Reduce overall IT infrastructure costs by consolidating server resources, achieving a 20% cost savings within the next financial year.",1,True
admin,HR,2022-10-28,92,Revenue Growth,High,In Progress,Employee Turnover Rate,2023-02-22,user009,64.0,G000283,Develop a new customer referral program aimed at increasing sales revenue by 20% in the next fiscal year.,0,False
admin,HR,2022-08-18,96,Efficiency,Medium,Cancelled,Sales Increase,2022-11-12,user075,30.0,G000284,Increase the speed of IT ticket resolution by 25% through the adoption of automated response systems and AI-driven assistance for common inquiries.,0,False
admin,Finance,2022-07-20,91,Revenue Growth,Medium,In Progress,Survey Score,2022-10-24,user000,8.0,G000285,Develop new partnerships and expand into untapped markets to increase annual revenue by 20%.,0,False
admin,HR,2022-08-02,93,Employee Satisfaction,Medium,In Progress,Employee Turnover Rate,2022-11-15,user018,59.0,G000286,Initiate monthly team-building activities to enhance employee engagement and increase overall satisfaction scores by 20% within the next fiscal year.,0,False
admin,Marketing,2022-11-15,65,Cost Reduction,Critical,Cancelled,Expense Ratio,2023-11-04,user048,74.30342440537703,G000287,"Reduce overall operational expenses by optimizing energy usage across all facilities, aiming for a 20% cost reduction within the next fiscal year.",1,True
admin,Finance,2022-01-28,85,Cost Reduction,High,In Progress,Survey Score,2022-07-27,user098,72.70920071976863,G000288,"Reduce overall IT infrastructure costs by optimizing cloud storage usage and renegotiating vendor contracts, aiming for a 20% cost saving within the next fiscal year.",1,False
admin,Marketing,2022-12-28,71,Customer Satisfaction,Medium,In Progress,Sales Increase,2023-02-20,user010,19.063773879630766,G000289,"Enhance the customer support portal to improve user experience, aiming to increase customer satisfaction ratings by 20% over the next quarter.",1,False
admin,IT,2022-07-01,76,Efficiency,Medium,In Progress,Expense Ratio,2022-08-11,user090,57.0,G000290,"Optimize workflow automation to increase overall operational efficiency by 20%, reducing process turnaround time from 5 days to 4 days.",0,False
admin,Marketing,2022-08-09,71,Employee Satisfaction,Medium,In Progress,Sales Increase,2022-11-22,user038,23.0,G000291,Develop a series of employee engagement programs aimed at increasing overall job satisfaction ratings by 20% over the next fiscal year.,0,False
admin,Finance,2022-05-02,90,Cost Reduction,Low,Cancelled,Expense Ratio,2022-12-24,user037,98.94713084273977,G000292,"Reduce operational expenses by optimizing energy usage in major facilities, targeting a 20% reduction in the next fiscal year.",1,True
admin,Finance,2022-05-25,95,Revenue Growth,Low,In Progress,Expense Ratio,2022-08-06,user004,57.0,G000293,Expand sales to the European market to increase overall revenue by 20% within the next fiscal year.,0,False
admin,HR,2022-04-23,72,Efficiency,Low,In Progress,Survey Score,2022-08-27,user056,72.92647143627211,G000294,"Optimize the IT support ticketing system to reduce resolution time by 20%, improving service efficiency and customer satisfaction.",1,True
admin,Finance,2022-05-10,66,Cost Reduction,Low,In Progress,Survey Score,2023-01-06,user068,71.02353195766014,G000295,"Reduce operational expenses by optimizing the use of IT resources, aiming for a 20% cut in annual IT spending.",1,True
admin,Finance,2022-01-11,66,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,2022-05-09,user029,49.14730976698952,G000296,Increase the customer satisfaction score by 20% by the end of the fiscal year through improved customer service training and faster response times.,1,False
admin,IT,2022-10-17,62,Revenue Growth,Medium,Cancelled,Survey Score,2022-12-30,user001,27.0,G000297,Increase annual revenue by 20% through strategic partnerships and expanding into new markets overseas.,0,False
admin,HR,2022-05-05,50,Customer Satisfaction,Low,In Progress,Survey Score,2022-08-07,user083,32.05754040793382,G000298,Enhance the customer support portal to improve satisfaction scores by 20% over the next 12 months,1,False
admin,Marketing,2022-04-10,81,Cost Reduction,High,Completed,Expense Ratio,2022-11-19,user031,97.0,G000299,Achieve a 20% reduction in operational expenses by optimizing the IT infrastructure and renegotiating vendor contracts.,0,True
admin,Finance,2022-03-10,100,Cost Reduction,Critical,In Progress,Survey Score,2022-09-30,user012,77.96867654325561,G000300,Reduce operational expenses by consolidating software license vendors leading to a 20% budget decrease.,1,False
admin,Marketing,2022-11-23,82,Cost Reduction,High,Cancelled,Sales Increase,2023-11-17,user033,14.0,G000301,Achieve a 20% reduction in overhead expenses by optimizing energy usage and renegotiating vendor contracts over the next fiscal year.,0,False
admin,IT,2022-06-29,77,Revenue Growth,Critical,In Progress,Sales Increase,2022-07-30,user037,23.0,G000302,"Expand sales channels to increase annual revenue by 20%, focusing on e-commerce and international markets.",0,False
admin,Marketing,2022-01-10,84,Revenue Growth,Medium,In Progress,Sales Increase,2022-03-16,user078,65.0,G000303,Increase annual sales targets by 20% through strategic market expansion and enhanced customer engagement initiatives.,0,False
admin,Finance,2022-01-23,75,Cost Reduction,Low,Completed,Sales Increase,2022-07-19,user097,100.0,G000304,"Reduce operational expenses in IT support by consolidating vendor contracts, aiming for a 20% cost saving within the next fiscal year.",1,True
admin,HR,2022-07-19,70,Customer Satisfaction,High,In Progress,Survey Score,2022-10-20,user048,20.90454261347,G000305,Develop and deploy a new customer feedback system to improve customer satisfaction ratings by 20% over the next 12 months.,1,False
admin,Marketing,2022-07-19,66,Efficiency,Medium,In Progress,Expense Ratio,2022-08-03,user072,32.104493343727114,G000306,"Optimize IT support workflows to reduce the average resolution time by 30%, enhancing overall department efficiency.",1,False
admin,Finance,2022-01-15,53,Revenue Growth,Critical,In Progress,Expense Ratio,2022-05-03,user049,13.0,G000307,Develop new partnerships and channels to increase overall revenue by 20% within the next fiscal year.,0,False
admin,Marketing,2022-05-16,77,Cost Reduction,Medium,Completed,Expense Ratio,2023-01-16,user066,95.0,G000308,Optimize office supply expenditures and negotiate bulk purchase agreements to decrease overhead costs by 20% by the end of the fiscal year.,0,True
admin,Marketing,2022-06-09,62,Efficiency,High,In Progress,Sales Increase,2022-08-07,user024,41.0,G000309,Enhance software development workflows to decrease project delivery times by 20%.,0,False
admin,HR,2022-03-01,81,Customer Satisfaction,Low,In Progress,Expense Ratio,2022-05-27,user043,52.25241947209757,G000310,Develop a new customer feedback system to improve response rates by 30% and enhance overall satisfaction scores by year-end.,1,False
admin,IT,2022-01-26,84,Cost Reduction,Critical,In Progress,Expense Ratio,2022-07-24,user025,30.0,G000311,Optimize IT infrastructure management to decrease overall expenses by 20% within the next fiscal year.,0,False
admin,Finance,2022-04-25,82,Revenue Growth,High,In Progress,Sales Increase,2022-06-26,user083,67.0,G000312,Develop a new customer loyalty program aimed at increasing repeat sales by 20% over the next fiscal year.,0,False
admin,Finance,2022-05-15,77,Cost Reduction,Low,Completed,Sales Increase,2023-01-14,user091,88.0,G000313,Enhance inventory management to cut warehousing expenses by 20% over the next fiscal year.,0,True
admin,IT,2022-12-25,84,Employee Satisfaction,High,Completed,Survey Score,2023-04-24,user019,100.0,G000314,Enhance workspace facilities and introduce flexible working hours to improve overall employee satisfaction ratings by 20% in the upcoming fiscal year.,1,True
admin,Finance,2022-10-27,57,Employee Satisfaction,High,Completed,Survey Score,2023-02-01,user082,85.0,G000315,Develop a comprehensive wellness program aimed at improving work-life balance and increasing overall employee satisfaction ratings by 20% within the next fiscal year.,0,True
admin,IT,2022-07-28,63,Employee Satisfaction,High,Completed,Survey Score,2022-08-30,user008,100.0,G000316,Launch a quarterly feedback survey to track and improve overall employee satisfaction by 20% over the next fiscal year.,1,True
admin,HR,2022-02-25,50,Customer Satisfaction,High,Completed,Expense Ratio,2022-05-25,user065,100.0,G000317,Develop a new customer feedback system to increase satisfaction scores by 20% through enhanced real-time service monitoring and reporting.,0,True
admin,HR,2022-04-05,75,Cost Reduction,Low,Completed,Expense Ratio,2022-11-11,user043,99.90025118680141,G000318,"Reduce software licensing expenses by negotiating bulk purchase agreements, aiming for a 20% cost reduction over the next fiscal year.",1,True
admin,Marketing,2022-11-03,97,Employee Satisfaction,Critical,In Progress,Expense Ratio,2022-12-25,user045,76.0,G000319,Develop a comprehensive employee recognition program aimed at increasing staff motivation and overall job satisfaction by 20% as measured by yearly employee surveys.,0,False
admin,HR,2022-12-09,81,Employee Satisfaction,Medium,In Progress,Expense Ratio,2023-02-22,user081,20.0,G000320,"Enhance the employee workplace environment by introducing flexible work hours and remote work options, aiming to boost overall job satisfaction by 20% in the upcoming fiscal year.",0,False
admin,Finance,2022-02-06,82,Customer Satisfaction,Medium,Completed,Survey Score,2022-05-14,user017,100.0,G000321,Develop a comprehensive training program for customer support staff to improve service quality ratings by 30% within the next quarter.,1,True
admin,Marketing,2022-02-14,65,Efficiency,Low,In Progress,Survey Score,2022-04-10,user018,62.8747239479153,G000322,Automate routine IT support tasks to increase response time by 30% and reduce manual intervention by 50%.,1,False
admin,HR,2022-10-27,51,Efficiency,Low,Completed,Sales Increase,2023-01-20,user053,92.4662210549954,G000323,"Optimize IT support workflow to reduce ticket resolution time by 30%, aiming to improve overall operational efficiency.",1,True
admin,IT,2022-08-03,56,Efficiency,Critical,In Progress,Survey Score,2022-11-10,user050,22.0,G000324,Optimize response times in customer service by 20% through advanced training and updating our CRM software.,0,False
admin,Marketing,2022-03-09,86,Employee Satisfaction,High,Planned,Expense Ratio,2022-05-26,user091,71.0,G000325,Initiate a quarterly feedback survey and increase employee training sessions to enhance overall job satisfaction by 20% by the end of the year.,0,False
admin,Finance,2022-03-19,51,Customer Satisfaction,Medium,In Progress,Survey Score,2022-06-05,user090,26.523976165966705,G000326,Enhance the customer support portal to improve user satisfaction ratings by at least 20% by the end of the fiscal year.,1,False
admin,IT,2022-10-30,66,Customer Satisfaction,Low,Completed,Employee Turnover Rate,2023-01-04,user052,89.9961797665411,G000327,Enhance the customer support portal to improve satisfaction scores by 20% through faster response times and more accurate issue resolution.,1,True
admin,IT,2022-04-05,70,Cost Reduction,Low,In Progress,Sales Increase,2022-11-11,user052,59.832754018010604,G000328,Reduce IT operational costs by 20% by optimizing server usage and adopting more cost-effective cloud storage solutions.,1,False
admin,Finance,2022-06-08,100,Cost Reduction,Low,In Progress,Survey Score,2023-02-21,user034,87.37743306706672,G000329,"Reduce operating expenses by optimizing energy usage across all corporate facilities, aiming for a 20% cost saving within the next fiscal year.",1,False
admin,IT,2022-09-09,85,Employee Satisfaction,High,In Progress,Expense Ratio,2022-12-04,user001,84.0,G000330,Develop and launch a quarterly employee feedback survey to identify and address key areas for improving worker satisfaction and engagement.,0,False
admin,IT,2022-05-08,80,Cost Reduction,Low,In Progress,Employee Turnover Rate,2023-01-03,user059,87.99213088090833,G000331,Reduce operational costs by optimizing server usage leading to a 20% decrease in IT expenses by the end of Q4.,1,True
admin,IT,2022-09-13,78,Revenue Growth,Critical,In Progress,Expense Ratio,2022-12-11,user086,42.0,G000332,Develop and launch a new software product line to increase overall revenue by 20% within the next fiscal year.,0,False
admin,Marketing,2022-10-16,70,Revenue Growth,Low,In Progress,Employee Turnover Rate,2023-02-23,user059,48.0,G000333,Develop and launch a new software product line that is projected to increase company revenue by 20% in the upcoming fiscal year.,0,False
admin,Marketing,2022-09-05,71,Customer Satisfaction,Critical,In Progress,Employee Turnover Rate,2022-11-19,user076,82.66679940445458,G000334,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by 20% within the next fiscal year.,1,True
admin,IT,2022-01-14,84,Customer Satisfaction,High,Completed,Expense Ratio,2022-03-18,user049,86.0,G000335,Develop and implement a new customer feedback system to increase overall satisfaction ratings by 20% over the next 12 months.,0,True
admin,IT,2022-06-10,51,Customer Satisfaction,High,Completed,Survey Score,2022-09-06,user000,64.0,G000336,Develop a new customer feedback system to increase satisfaction scores by 20% over the next 12 months.,0,True
admin,Finance,2022-11-24,97,Cost Reduction,Low,Cancelled,Survey Score,2023-11-19,user007,63.04877879471188,G000337,"Reduce operational expenses by optimizing energy usage across all company locations, aiming for a 20% decrease in the upcoming fiscal year.",1,False
admin,Finance,2022-02-22,94,Cost Reduction,Low,In Progress,Sales Increase,2022-09-05,user074,42.07266712909784,G000338,Reduce overall IT operational expenses by 20% in the next fiscal year through more efficient asset management and vendor negotiation strategies.,1,False
admin,Marketing,2022-02-28,75,Customer Satisfaction,Medium,Planned,Survey Score,2022-04-29,user009,32.0,G000339,"Increase customer satisfaction ratings by enhancing support response times and quality, aiming to elevate overall satisfaction scores by 20% over the next quarter.",0,False
admin,Finance,2022-06-14,74,Cost Reduction,Low,Planned,Survey Score,2023-03-03,user072,50.0,G000340,Optimize supplier contracts and negotiate bulk purchase discounts to achieve a 20% reduction in operational expenditure for the current fiscal year.,0,False
admin,Finance,2022-06-11,83,Cost Reduction,Critical,Completed,Sales Increase,2023-02-26,user095,85.0,G000341,"Develop automated systems to decrease IT support costs by 20%, which translates to saving $80,000 annually.",0,True
admin,IT,2022-10-13,71,Cost Reduction,Medium,In Progress,Sales Increase,2023-09-13,user053,79.73944601696635,G000342,"Reduce IT infrastructure costs by implementing cloud-based solutions, aiming for a 20% reduction in operational expenses over the next fiscal year.",1,True
admin,Marketing,2022-12-29,58,Cost Reduction,Critical,Planned,Survey Score,2024-01-14,user048,36.30628934523436,G000343,"Reduce overall operational expenses by optimizing supply chain logistics, aiming for a minimum 20% cost savings by the end of Q4.",1,False
admin,Finance,2022-09-08,59,Cost Reduction,Medium,Completed,Sales Increase,2023-07-19,user068,89.0,G000344,Achieve a 20% reduction in operating expenses by optimizing our energy usage and renegotiating vendor contracts.,0,True
admin,Finance,2022-01-29,68,Cost Reduction,High,Planned,Survey Score,2022-07-28,user021,14.0,G000345,Achieve a 20% reduction in operational expenses by optimizing energy usage and vendor contracts over the next 12 months.,0,False
admin,Finance,2022-07-07,81,Customer Satisfaction,Low,In Progress,Sales Increase,2022-08-27,user027,15.0,G000346,Increase customer satisfaction ratings by 20% through improving response times and personalized support in the next fiscal quarter.,0,False
admin,IT,2022-02-12,96,Cost Reduction,Medium,In Progress,Sales Increase,2022-08-20,user089,67.6640110103564,G000347,"Reduce overall IT infrastructure cost by optimizing cloud usage and negotiating better terms with service providers, aiming for a 20% cost reduction within the next fiscal year.",1,False
admin,IT,2022-05-05,100,Cost Reduction,Medium,Planned,Employee Turnover Rate,2022-12-29,user062,60.20557692427856,G000348,"Reduce software licensing expenses by consolidating unused licenses and renegotiating contracts, aiming for a 20% decrease in IT costs over the next fiscal year.",1,False
admin,Marketing,2022-07-09,95,Customer Satisfaction,High,In Progress,Expense Ratio,2022-10-26,user084,94.03212440967476,G000349,Develop a comprehensive training program for customer service representatives to improve customer satisfaction ratings by 20% within the next fiscal year.,1,False
admin,Marketing,2022-02-18,59,Cost Reduction,Medium,Completed,Employee Turnover Rate,2022-08-29,user072,89.0,G000350,Achieve a 20% cost reduction in IT expenditures by optimizing software license management and renegotiating vendor contracts.,0,True
admin,Marketing,2022-06-07,64,Efficiency,Critical,In Progress,Employee Turnover Rate,2022-09-02,user065,39.11397269096317,G000351,"Optimize IT support workflows to achieve a 20% improvement in response times, aiming to reduce the average ticket resolution time from 4 hours to 3.2 hours.",1,False
admin,Marketing,2022-06-05,79,Cost Reduction,High,Completed,Sales Increase,2023-02-17,user024,100.0,G000352,Reduce overall IT expenditures by consolidating vendor contracts and optimizing license management to achieve a 20% cost reduction within the next fiscal year.,1,True
admin,Finance,2022-11-13,90,Cost Reduction,High,Completed,Expense Ratio,2023-11-01,user014,100.0,G000353,Achieve a 20% reduction in office overhead costs by adopting more energy-efficient technologies and renegotiating supplier contracts.,1,True
admin,Finance,2022-04-08,51,Revenue Growth,High,In Progress,Expense Ratio,2022-07-31,user014,25.0,G000354,Expand market presence in the Asia-Pacific region to increase annual revenue by 20% over the next fiscal year.,0,False
admin,HR,2022-04-09,73,Cost Reduction,Low,Completed,Employee Turnover Rate,2022-11-17,user076,100.0,G000355,"Reduce annual operating expenses by optimizing energy use across all facilities, targeting a 20% reduction by the end of Q4.",1,True
admin,IT,2022-02-03,76,Efficiency,Critical,Completed,Expense Ratio,2022-04-26,user086,100.0,G000356,"Optimize IT helpdesk response times by automating routine inquiries, aiming for a 30% improvement in ticket resolution efficiency.",1,True
admin,Marketing,2022-10-07,83,Employee Satisfaction,High,In Progress,Employee Turnover Rate,2022-12-23,user011,76.09115271845498,G000357,Launch a quarterly employee feedback survey to improve engagement scores by 20% and address key areas of concerns by the end of the year.,1,False
admin,Finance,2022-06-17,71,Customer Satisfaction,Low,Completed,Sales Increase,2022-10-04,user042,100.0,G000358,Enhance the customer support interface to improve user satisfaction ratings by at least 20% over the next quarter.,1,True
admin,Marketing,2022-05-11,66,Efficiency,High,Completed,Employee Turnover Rate,2022-07-17,user039,98.1717910002828,G000359,"Increase operational efficiency by automating workflow processes, aiming to reduce manual intervention by 40%.",1,True
admin,IT,2022-07-17,77,Efficiency,High,In Progress,Expense Ratio,2022-09-15,user000,55.566365049169704,G000360,"Optimize IT support workflows to reduce average ticket resolution time by 30%, enhancing overall operational efficiency.",1,False
admin,Marketing,2022-10-31,83,Customer Satisfaction,Low,In Progress,Sales Increase,2023-02-23,user045,19.0,G000361,"Increase customer satisfaction ratings by improving response times and support quality, aiming for a 20% enhancement in customer feedback scores over the next quarter.",0,False
admin,IT,2022-08-01,100,Cost Reduction,High,In Progress,Employee Turnover Rate,2023-05-19,user029,19.643618677759907,G000362,Reduce overall IT expenditure by 10% by optimizing software licensing agreements and reducing redundancy in software purchases.,1,False
admin,Finance,2022-02-17,100,Cost Reduction,High,In Progress,Sales Increase,2022-08-28,user077,47.06645622448193,G000363,"Reduce operational expenses by consolidating vendor contracts, aiming for a 20% cost saving in Q3 compared to the same period last year.",1,False
admin,Finance,2022-02-25,56,Cost Reduction,Low,In Progress,Sales Increase,2022-09-10,user022,40.0,G000364,Achieve a 20% reduction in IT operational expenses by optimizing server usage and renegotiating vendor contracts.,0,False
admin,Marketing,2022-05-01,82,Customer Satisfaction,High,Completed,Sales Increase,2022-08-07,user092,89.0,G000365,Enhance the online support portal to increase customer satisfaction scores by 20% by the end of Q4.,0,True
admin,Marketing,2022-06-09,55,Customer Satisfaction,Low,Completed,Expense Ratio,2022-08-20,user024,100.0,G000366,"Develop a comprehensive training program for support staff to improve response times and enhance customer interaction quality, aiming to increase customer satisfaction ratings by 20% over the next quarter.",1,True
admin,Finance,2022-01-20,62,Customer Satisfaction,High,In Progress,Expense Ratio,2022-05-26,user007,51.33064387495314,G000367,"Develop a comprehensive training program for customer service representatives to enhance interaction quality, aiming to improve customer satisfaction ratings by at least 20% by the end of the fiscal year.",1,False
admin,IT,2022-12-25,64,Cost Reduction,High,Completed,Sales Increase,2024-01-07,user003,100.0,G000368,"Reduce software license costs by consolidating vendor contracts and eliminating underutilized software subscriptions, aiming for a 20% cost saving in the IT budget.",1,True
admin,IT,2022-09-25,96,Revenue Growth,Medium,In Progress,Expense Ratio,2023-02-04,user074,57.0,G000369,Develop new marketing strategies aimed at increasing product sales by 20% in the next quarter through enhanced social media engagement and targeting new geographical markets.,0,False
admin,HR,2022-02-16,78,Customer Satisfaction,Critical,In Progress,Sales Increase,2022-06-16,user058,50.77042328113118,G000370,Develop a new customer feedback system to improve satisfaction ratings by at least 20% over the next fiscal year.,1,False
admin,Finance,2022-06-08,75,Cost Reduction,High,In Progress,Employee Turnover Rate,2023-02-21,user047,59.721912628532706,G000371,"Reduce operational expenses by optimizing energy usage across all facilities, aiming for a 20% cost savings within the next fiscal year.",1,False
admin,IT,2022-05-05,83,Customer Satisfaction,Low,In Progress,Survey Score,2022-08-27,user005,19.139538080270054,G000372,Enhance the online customer support interface to improve satisfaction ratings by at least 20% in the upcoming quarter.,1,False
admin,Marketing,2022-06-28,73,Cost Reduction,Critical,Completed,Survey Score,2023-03-25,user091,100.0,G000373,"Reduce operational expenses by optimizing energy usage across all offices, aiming for a 20% cost savings within the next fiscal year.",1,True
admin,Marketing,2022-06-28,83,Revenue Growth,High,Completed,Survey Score,2022-08-23,user063,99.0,G000374,Increase annual revenue from new digital product lines by 20% within the next financial year through strategic marketing and sales initiatives.,0,True
admin,Finance,2022-04-22,61,Revenue Growth,Low,Completed,Expense Ratio,2022-06-15,user084,90.0,G000375,Expand market reach by launching two new regional offices aimed at increasing annual revenue by 20%.,0,True
admin,Finance,2022-10-18,77,Efficiency,Medium,Planned,Employee Turnover Rate,2023-03-15,user080,39.4408456768371,G000376,Develop an automated ticketing system to reduce response time for IT support requests by 30%.,1,False
admin,Finance,2022-04-14,86,Cost Reduction,High,Cancelled,Survey Score,2022-11-25,user029,31.76245658676814,G000377,Reduce office supply expenses by 20% by the end of Q2 through negotiating bulk purchase agreements with key suppliers.,1,False
admin,HR,2022-10-25,68,Employee Satisfaction,Medium,Completed,Survey Score,2022-12-29,user030,99.0,G000378,Develop and implement an employee wellness program aimed at increasing overall job satisfaction scores by 20% over the next fiscal year.,0,True
admin,Finance,2022-11-21,79,Efficiency,Medium,In Progress,Expense Ratio,2023-04-23,user014,6.0,G000379,"Optimize workflow automation to increase process throughput by 20%, reducing manual task time and enhancing overall operational efficiency.",0,False
admin,Finance,2022-01-29,92,Cost Reduction,Low,In Progress,Employee Turnover Rate,2022-07-28,user033,35.0,G000380,"Increase efficiency in supply chain logistics to cut operational expenses by 20%, aiming to save approximately $300K in the next fiscal year.",0,False
admin,Finance,2022-09-21,84,Cost Reduction,Low,In Progress,Expense Ratio,2023-08-08,user024,10.0,G000381,Achieve a 20% reduction in overall IT spending by optimizing software license management and renegotiating vendor contracts.,0,False
admin,Finance,2022-09-01,79,Customer Satisfaction,Critical,In Progress,Sales Increase,2023-01-12,user027,75.0,G000382,Develop a new customer feedback system to increase overall satisfaction ratings by 20% over the next fiscal year.,0,False
admin,Marketing,2022-02-13,97,Employee Satisfaction,Low,In Progress,Expense Ratio,2022-06-20,user063,21.255012538240614,G000383,Develop a new comprehensive employee wellness program aiming to improve overall job satisfaction by 20% through enhanced health benefits and flexible working hours.,1,False
