sys_updated_by,target_percentage,category,priority,state,metric,owner,percent_complete,sys_id,description,goal_met
admin,84,Employee Satisfaction,High,Completed,Survey Score,user019,100.0,G000314,Enhance workspace facilities and introduce flexible working hours to improve overall employee satisfaction ratings by 20% in the upcoming fiscal year.,True
admin,57,Employee Satisfaction,High,Completed,Survey Score,user082,85.0,G000315,Develop a comprehensive wellness program aimed at improving work-life balance and increasing overall employee satisfaction ratings by 20% within the next fiscal year.,True
admin,63,Employee Satisfaction,High,Completed,Survey Score,user008,100.0,G000316,Launch a quarterly feedback survey to track and improve overall employee satisfaction by 20% over the next fiscal year.,True
admin,50,Customer Satisfaction,High,Completed,Expense Ratio,user065,100.0,G000317,Develop a new customer feedback system to increase satisfaction scores by 20% through enhanced real-time service monitoring and reporting.,True
admin,75,Cost Reduction,Low,Completed,Expense Ratio,user043,99.90025118680141,G000318,"Reduce software licensing expenses by negotiating bulk purchase agreements, aiming for a 20% cost reduction over the next fiscal year.",True
admin,97,Employee Satisfaction,Critical,In Progress,Expense Ratio,user045,76.0,G000319,Develop a comprehensive employee recognition program aimed at increasing staff motivation and overall job satisfaction by 20% as measured by yearly employee surveys.,False
admin,81,Employee Satisfaction,Medium,In Progress,Expense Ratio,user081,20.0,G000320,"Enhance the employee workplace environment by introducing flexible work hours and remote work options, aiming to boost overall job satisfaction by 20% in the upcoming fiscal year.",False
admin,82,Customer Satisfaction,Medium,Completed,Survey Score,user017,100.0,G000321,Develop a comprehensive training program for customer support staff to improve service quality ratings by 30% within the next quarter.,True
admin,65,Efficiency,Low,In Progress,Survey Score,user018,62.8747239479153,G000322,Automate routine IT support tasks to increase response time by 30% and reduce manual intervention by 50%.,False
admin,51,Efficiency,Low,Completed,Sales Increase,user053,92.4662210549954,G000323,"Optimize IT support workflow to reduce ticket resolution time by 30%, aiming to improve overall operational efficiency.",True
admin,56,Efficiency,Critical,In Progress,Survey Score,user050,22.0,G000324,Optimize response times in customer service by 20% through advanced training and updating our CRM software.,False
admin,86,Employee Satisfaction,High,Planned,Expense Ratio,user091,71.0,G000325,Initiate a quarterly feedback survey and increase employee training sessions to enhance overall job satisfaction by 20% by the end of the year.,False
admin,51,Customer Satisfaction,Medium,In Progress,Survey Score,user090,26.523976165966705,G000326,Enhance the customer support portal to improve user satisfaction ratings by at least 20% by the end of the fiscal year.,False
admin,66,Customer Satisfaction,Low,Completed,Employee Turnover Rate,user052,89.9961797665411,G000327,Enhance the customer support portal to improve satisfaction scores by 20% through faster response times and more accurate issue resolution.,True
admin,70,Cost Reduction,Low,In Progress,Sales Increase,user052,59.832754018010604,G000328,Reduce IT operational costs by 20% by optimizing server usage and adopting more cost-effective cloud storage solutions.,False
admin,100,Cost Reduction,Low,In Progress,Survey Score,user034,87.37743306706672,G000329,"Reduce operating expenses by optimizing energy usage across all corporate facilities, aiming for a 20% cost saving within the next fiscal year.",False
admin,85,Employee Satisfaction,High,In Progress,Expense Ratio,user001,84.0,G000330,Develop and launch a quarterly employee feedback survey to identify and address key areas for improving worker satisfaction and engagement.,False
admin,80,Cost Reduction,Low,In Progress,Employee Turnover Rate,user059,87.99213088090833,G000331,Reduce operational costs by optimizing server usage leading to a 20% decrease in IT expenses by the end of Q4.,True
admin,78,Revenue Growth,Critical,In Progress,Expense Ratio,user086,42.0,G000332,Develop and launch a new software product line to increase overall revenue by 20% within the next fiscal year.,False
admin,70,Revenue Growth,Low,In Progress,Employee Turnover Rate,user059,48.0,G000333,Develop and launch a new software product line that is projected to increase company revenue by 20% in the upcoming fiscal year.,False
admin,71,Customer Satisfaction,Critical,In Progress,Employee Turnover Rate,user076,82.66679940445458,G000334,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by 20% within the next fiscal year.,True
admin,84,Customer Satisfaction,High,Completed,Expense Ratio,user049,86.0,G000335,Develop and implement a new customer feedback system to increase overall satisfaction ratings by 20% over the next 12 months.,True
admin,51,Customer Satisfaction,High,Completed,Survey Score,user000,64.0,G000336,Develop a new customer feedback system to increase satisfaction scores by 20% over the next 12 months.,True
admin,97,Cost Reduction,Low,Cancelled,Survey Score,user007,63.04877879471188,G000337,"Reduce operational expenses by optimizing energy usage across all company locations, aiming for a 20% decrease in the upcoming fiscal year.",False
admin,94,Cost Reduction,Low,In Progress,Sales Increase,user074,42.07266712909784,G000338,Reduce overall IT operational expenses by 20% in the next fiscal year through more efficient asset management and vendor negotiation strategies.,False
admin,75,Customer Satisfaction,Medium,Planned,Survey Score,user009,32.0,G000339,"Increase customer satisfaction ratings by enhancing support response times and quality, aiming to elevate overall satisfaction scores by 20% over the next quarter.",False
admin,74,Cost Reduction,Low,Planned,Survey Score,user072,50.0,G000340,Optimize supplier contracts and negotiate bulk purchase discounts to achieve a 20% reduction in operational expenditure for the current fiscal year.,False
admin,83,Cost Reduction,Critical,Completed,Sales Increase,user095,85.0,G000341,"Develop automated systems to decrease IT support costs by 20%, which translates to saving $80,000 annually.",True
admin,71,Cost Reduction,Medium,In Progress,Sales Increase,user053,79.73944601696635,G000342,"Reduce IT infrastructure costs by implementing cloud-based solutions, aiming for a 20% reduction in operational expenses over the next fiscal year.",True
admin,58,Cost Reduction,Critical,Planned,Survey Score,user048,36.30628934523436,G000343,"Reduce overall operational expenses by optimizing supply chain logistics, aiming for a minimum 20% cost savings by the end of Q4.",False
admin,59,Cost Reduction,Medium,Completed,Sales Increase,user068,89.0,G000344,Achieve a 20% reduction in operating expenses by optimizing our energy usage and renegotiating vendor contracts.,True
admin,68,Cost Reduction,High,Planned,Survey Score,user021,14.0,G000345,Achieve a 20% reduction in operational expenses by optimizing energy usage and vendor contracts over the next 12 months.,False
admin,81,Customer Satisfaction,Low,In Progress,Sales Increase,user027,15.0,G000346,Increase customer satisfaction ratings by 20% through improving response times and personalized support in the next fiscal quarter.,False
admin,96,Cost Reduction,Medium,In Progress,Sales Increase,user089,67.6640110103564,G000347,"Reduce overall IT infrastructure cost by optimizing cloud usage and negotiating better terms with service providers, aiming for a 20% cost reduction within the next fiscal year.",False
admin,100,Cost Reduction,Medium,Planned,Employee Turnover Rate,user062,60.20557692427856,G000348,"Reduce software licensing expenses by consolidating unused licenses and renegotiating contracts, aiming for a 20% decrease in IT costs over the next fiscal year.",False
admin,95,Customer Satisfaction,High,In Progress,Expense Ratio,user084,94.03212440967476,G000349,Develop a comprehensive training program for customer service representatives to improve customer satisfaction ratings by 20% within the next fiscal year.,False
admin,59,Cost Reduction,Medium,Completed,Employee Turnover Rate,user072,89.0,G000350,Achieve a 20% cost reduction in IT expenditures by optimizing software license management and renegotiating vendor contracts.,True
admin,64,Efficiency,Critical,In Progress,Employee Turnover Rate,user065,39.11397269096317,G000351,"Optimize IT support workflows to achieve a 20% improvement in response times, aiming to reduce the average ticket resolution time from 4 hours to 3.2 hours.",False
admin,79,Cost Reduction,High,Completed,Sales Increase,user024,100.0,G000352,Reduce overall IT expenditures by consolidating vendor contracts and optimizing license management to achieve a 20% cost reduction within the next fiscal year.,True
admin,90,Cost Reduction,High,Completed,Expense Ratio,user014,100.0,G000353,Achieve a 20% reduction in office overhead costs by adopting more energy-efficient technologies and renegotiating supplier contracts.,True
admin,51,Revenue Growth,High,In Progress,Expense Ratio,user014,25.0,G000354,Expand market presence in the Asia-Pacific region to increase annual revenue by 20% over the next fiscal year.,False
admin,73,Cost Reduction,Low,Completed,Employee Turnover Rate,user076,100.0,G000355,"Reduce annual operating expenses by optimizing energy use across all facilities, targeting a 20% reduction by the end of Q4.",True
admin,76,Efficiency,Critical,Completed,Expense Ratio,user086,100.0,G000356,"Optimize IT helpdesk response times by automating routine inquiries, aiming for a 30% improvement in ticket resolution efficiency.",True
admin,83,Employee Satisfaction,High,In Progress,Employee Turnover Rate,user011,76.09115271845498,G000357,Launch a quarterly employee feedback survey to improve engagement scores by 20% and address key areas of concerns by the end of the year.,False
admin,71,Customer Satisfaction,Low,Completed,Sales Increase,user042,100.0,G000358,Enhance the customer support interface to improve user satisfaction ratings by at least 20% over the next quarter.,True
admin,66,Efficiency,High,Completed,Employee Turnover Rate,user039,98.1717910002828,G000359,"Increase operational efficiency by automating workflow processes, aiming to reduce manual intervention by 40%.",True
admin,77,Efficiency,High,In Progress,Expense Ratio,user000,55.566365049169704,G000360,"Optimize IT support workflows to reduce average ticket resolution time by 30%, enhancing overall operational efficiency.",False
admin,83,Customer Satisfaction,Low,In Progress,Sales Increase,user045,19.0,G000361,"Increase customer satisfaction ratings by improving response times and support quality, aiming for a 20% enhancement in customer feedback scores over the next quarter.",False
admin,100,Cost Reduction,High,In Progress,Employee Turnover Rate,user029,19.643618677759907,G000362,Reduce overall IT expenditure by 10% by optimizing software licensing agreements and reducing redundancy in software purchases.,False
admin,100,Cost Reduction,High,In Progress,Sales Increase,user077,47.06645622448193,G000363,"Reduce operational expenses by consolidating vendor contracts, aiming for a 20% cost saving in Q3 compared to the same period last year.",False
admin,56,Cost Reduction,Low,In Progress,Sales Increase,user022,40.0,G000364,Achieve a 20% reduction in IT operational expenses by optimizing server usage and renegotiating vendor contracts.,False
admin,82,Customer Satisfaction,High,Completed,Sales Increase,user092,89.0,G000365,Enhance the online support portal to increase customer satisfaction scores by 20% by the end of Q4.,True
admin,55,Customer Satisfaction,Low,Completed,Expense Ratio,user024,100.0,G000366,"Develop a comprehensive training program for support staff to improve response times and enhance customer interaction quality, aiming to increase customer satisfaction ratings by 20% over the next quarter.",True
admin,62,Customer Satisfaction,High,In Progress,Expense Ratio,user007,51.33064387495314,G000367,"Develop a comprehensive training program for customer service representatives to enhance interaction quality, aiming to improve customer satisfaction ratings by at least 20% by the end of the fiscal year.",False
admin,64,Cost Reduction,High,Completed,Sales Increase,user003,100.0,G000368,"Reduce software license costs by consolidating vendor contracts and eliminating underutilized software subscriptions, aiming for a 20% cost saving in the IT budget.",True
admin,96,Revenue Growth,Medium,In Progress,Expense Ratio,user074,57.0,G000369,Develop new marketing strategies aimed at increasing product sales by 20% in the next quarter through enhanced social media engagement and targeting new geographical markets.,False
admin,78,Customer Satisfaction,Critical,In Progress,Sales Increase,user058,50.77042328113118,G000370,Develop a new customer feedback system to improve satisfaction ratings by at least 20% over the next fiscal year.,False
admin,75,Cost Reduction,High,In Progress,Employee Turnover Rate,user047,59.721912628532706,G000371,"Reduce operational expenses by optimizing energy usage across all facilities, aiming for a 20% cost savings within the next fiscal year.",False
admin,83,Customer Satisfaction,Low,In Progress,Survey Score,user005,19.139538080270054,G000372,Enhance the online customer support interface to improve satisfaction ratings by at least 20% in the upcoming quarter.,False
admin,73,Cost Reduction,Critical,Completed,Survey Score,user091,100.0,G000373,"Reduce operational expenses by optimizing energy usage across all offices, aiming for a 20% cost savings within the next fiscal year.",True
admin,83,Revenue Growth,High,Completed,Survey Score,user063,99.0,G000374,Increase annual revenue from new digital product lines by 20% within the next financial year through strategic marketing and sales initiatives.,True
admin,61,Revenue Growth,Low,Completed,Expense Ratio,user084,90.0,G000375,Expand market reach by launching two new regional offices aimed at increasing annual revenue by 20%.,True
admin,77,Efficiency,Medium,Planned,Employee Turnover Rate,user080,39.4408456768371,G000376,Develop an automated ticketing system to reduce response time for IT support requests by 30%.,False
admin,86,Cost Reduction,High,Cancelled,Survey Score,user029,31.76245658676814,G000377,Reduce office supply expenses by 20% by the end of Q2 through negotiating bulk purchase agreements with key suppliers.,False
admin,68,Employee Satisfaction,Medium,Completed,Survey Score,user030,99.0,G000378,Develop and implement an employee wellness program aimed at increasing overall job satisfaction scores by 20% over the next fiscal year.,True
admin,79,Efficiency,Medium,In Progress,Expense Ratio,user014,6.0,G000379,"Optimize workflow automation to increase process throughput by 20%, reducing manual task time and enhancing overall operational efficiency.",False
admin,92,Cost Reduction,Low,In Progress,Employee Turnover Rate,user033,35.0,G000380,"Increase efficiency in supply chain logistics to cut operational expenses by 20%, aiming to save approximately $300K in the next fiscal year.",False
admin,84,Cost Reduction,Low,In Progress,Expense Ratio,user024,10.0,G000381,Achieve a 20% reduction in overall IT spending by optimizing software license management and renegotiating vendor contracts.,False
admin,79,Customer Satisfaction,Critical,In Progress,Sales Increase,user027,75.0,G000382,Develop a new customer feedback system to increase overall satisfaction ratings by 20% over the next fiscal year.,False
admin,97,Employee Satisfaction,Low,In Progress,Expense Ratio,user063,21.255012538240614,G000383,Develop a new comprehensive employee wellness program aiming to improve overall job satisfaction by 20% through enhanced health benefits and flexible working hours.,False
admin,94,Employee Satisfaction,High,In Progress,Survey Score,user088,51.152629828016686,G000384,"Develop and deploy an annual employee satisfaction survey by Q2 to identify key improvement areas, aiming to enhance overall workplace engagement and satisfaction by 20%.",False
admin,87,Revenue Growth,Low,In Progress,Survey Score,user065,41.89754564872793,G000385,Develop new digital marketing strategies to increase annual revenue by 20% through improved customer engagement and retention.,False
admin,50,Efficiency,Medium,Completed,Survey Score,user027,97.79293123317893,G000386,Enhance the automation of report generation processes to improve response times by 30% over the next six months.,True
admin,69,Employee Satisfaction,High,Completed,Survey Score,user059,80.0,G000387,Develop a comprehensive wellness program aimed to enhance employee satisfaction by improving work-life balance and providing mental health support.,True
admin,98,Cost Reduction,High,In Progress,Sales Increase,user085,88.0,G000388,Optimize IT infrastructure by consolidating vendors and reducing overhead expenses to achieve a 20% reduction in IT costs.,False
admin,75,Employee Satisfaction,Medium,In Progress,Sales Increase,user012,27.0,G000389,Initiate quarterly team-building activities and a feedback system to enhance employee satisfaction and engagement rates by at least 20% over the next fiscal year.,False
admin,71,Efficiency,Critical,Cancelled,Sales Increase,user065,59.44027180939072,G000390,Optimize the IT helpdesk workflow to reduce average resolution time by 20% by implementing an automated ticketing system.,False
admin,57,Customer Satisfaction,High,Completed,Employee Turnover Rate,user053,78.82209936877818,G000391,Develop a comprehensive training program for customer service staff to improve response times and customer satisfaction ratings by 20% over the next quarter.,True
admin,91,Cost Reduction,Critical,Completed,Expense Ratio,user041,100.0,G000392,"Reduce operational expenses by optimizing energy consumption across all company branches, aiming for a 20% cost savings in the next fiscal year.",True
admin,89,Cost Reduction,Medium,Completed,Expense Ratio,user002,100.0,G000393,Reduce operational expenses by optimizing the use of utility services aiming for a 20% reduction from last fiscal year's $500K spend.,True
admin,81,Customer Satisfaction,Medium,Completed,Sales Increase,user032,101.0,G000394,Develop a new customer feedback system to increase overall satisfaction ratings by 20% over the next fiscal year.,True
admin,78,Employee Satisfaction,Low,Completed,Sales Increase,user012,98.08698880640029,G000395,Launch a quarterly employee feedback survey and achieve a 90% satisfaction rate by the end of the year to improve work environment and staff morale.,True
admin,99,Employee Satisfaction,Medium,In Progress,Survey Score,user063,49.0,G000396,Increase annual employee satisfaction scores by at least 20% by improving workplace flexibility and offering enhanced wellness programs.,False
admin,84,Efficiency,Low,Completed,Sales Increase,user075,100.0,G000397,"Increase automation of report generation by 30%, reducing manual input time and improving data processing efficiency.",True
admin,64,Cost Reduction,Medium,Completed,Expense Ratio,user032,83.51171877234714,G000398,"Reduce operational expenses by optimizing the use of resources, aiming for a 20% cost reduction over the next fiscal year.",True
admin,84,Employee Satisfaction,Medium,In Progress,Survey Score,user020,88.1388557553544,G000399,Develop a series of team-building activities and improve workplace conditions to increase employee satisfaction scores by 20% over the next fiscal year.,True
admin,99,Efficiency,Low,In Progress,Survey Score,user059,79.0,G000400,"Optimize IT system performance to decrease response times by 30%, thereby increasing overall user satisfaction and productivity.",False
admin,66,Employee Satisfaction,Low,Completed,Employee Turnover Rate,user092,100.0,G000401,Develop and launch a quarterly employee satisfaction survey to identify areas for improvement and enhance workplace conditions.,True
admin,98,Customer Satisfaction,Medium,In Progress,Survey Score,user058,100.0,G000402,"Enhance the customer support portal to improve first contact resolution rate by 20%, aiming to boost overall customer satisfaction ratings.",True
admin,71,Employee Satisfaction,Critical,In Progress,Survey Score,user058,12.0,G000403,Initiate a quarterly employee feedback program to enhance engagement and satisfaction levels across all departments.,False
admin,97,Cost Reduction,High,In Progress,Survey Score,user056,63.0,G000404,"Introduce automated software tools to minimize operational expenses by 20%, aiming for a reduction from $500K to $400K annually.",False
admin,57,Cost Reduction,Medium,In Progress,Survey Score,user055,49.0,G000405,Achieve a 20% reduction in overall IT spending by optimizing software license management and negotiating better terms with vendors.,False
admin,56,Cost Reduction,Medium,In Progress,Sales Increase,user086,29.0,G000406,Optimize energy consumption in all operational facilities to achieve a minimum of 20% reduction in utilities expenses over the next fiscal year.,False
admin,61,Efficiency,High,In Progress,Employee Turnover Rate,user074,61.24596839629424,G000407,"Enhance software deployment workflow to reduce the update rollout time from 3 hours to 1 hour, thus increasing team productivity.",True
admin,80,Customer Satisfaction,Medium,Completed,Sales Increase,user015,100.0,G000408,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by 20% within the next quarter.,True
admin,52,Cost Reduction,Medium,Completed,Survey Score,user043,86.79786613034813,G000409,"Reduce operational expenses by optimizing energy consumption across all facilities, aiming for a 20% cost reduction within the next fiscal year.",True
admin,89,Cost Reduction,Critical,In Progress,Sales Increase,user059,98.26525844141354,G000410,Reduce non-essential operational expenses across the company by 20% by the end of the fiscal year through the consolidation of software licenses and renegotiation of vendor contracts.,True
admin,91,Revenue Growth,Critical,In Progress,Sales Increase,user075,52.0,G000411,"Increase annual revenue growth by launching a new software module by Q4, targeting a 20% increase in user subscriptions.",False
admin,85,Customer Satisfaction,Medium,In Progress,Sales Increase,user083,57.530907536531664,G000412,"Enhance the online support portal to improve customer service interaction quality, aiming for a 20% increase in customer satisfaction ratings.",False
admin,76,Employee Satisfaction,Low,In Progress,Survey Score,user038,31.0,G000413,"Develop a comprehensive wellness program aimed at improving employee satisfaction scores by over 20% through health, fitness, and stress management workshops.",False
admin,63,Employee Satisfaction,Critical,Completed,Employee Turnover Rate,user054,68.0,G000414,Develop and implement a quarterly employee engagement program aimed at improving job satisfaction indices by 20% as measured by the annual employee feedback survey.,True
admin,71,Employee Satisfaction,Medium,Completed,Survey Score,user034,98.36042426073966,G000415,Enhance our flexible work arrangements and support programs to improve overall employee job satisfaction scores by 20% by the end of the fiscal year.,True
admin,64,Revenue Growth,Medium,In Progress,Sales Increase,user033,1.0,G000416,Increase annual subscription revenue by 20% through enhanced marketing strategies and customer engagement.,False
admin,74,Employee Satisfaction,Medium,In Progress,Expense Ratio,user015,3.0,G000417,Launch a quarterly employee feedback survey to increase overall satisfaction scores by 20% by the end of the year.,False
admin,97,Revenue Growth,High,Cancelled,Sales Increase,user032,33.0,G000418,Develop new partnerships and expand into Asian markets to increase annual revenue by 20%.,False
admin,80,Cost Reduction,Critical,In Progress,Survey Score,user007,87.03167194211801,G000419,Reduce overall IT infrastructure costs by 20% through the adoption of cloud-based solutions and optimizing current resource usage.,True
admin,52,Customer Satisfaction,Low,Completed,Expense Ratio,user041,100.0,G000420,Enhance the client support framework to improve customer satisfaction ratings by 20% through faster response times and personalized service interactions.,True
admin,84,Cost Reduction,Medium,In Progress,Sales Increase,user002,55.0,G000421,Optimize the use of utilities across all company sites to achieve a 20% reduction in energy expenses within the next financial year.,False
admin,100,Cost Reduction,Low,Cancelled,Survey Score,user078,39.0,G000422,"Develop automation solutions for manual data entries to cut operational costs by 20%, aiming for an annual savings of approximately $300,000.",False
admin,69,Revenue Growth,High,Completed,Expense Ratio,user080,70.0,G000423,Expand online sales channels to increase overall monthly revenue by 20% within the next fiscal quarter.,True
admin,89,Cost Reduction,Critical,In Progress,Survey Score,user028,71.85894770520085,G000424,Reduce operational expenses by optimizing the use of energy and recycling waste materials aiming for a 20% cost reduction within the next fiscal year.,False
admin,75,Customer Satisfaction,High,In Progress,Employee Turnover Rate,user011,70.01619886088493,G000425,Increase customer satisfaction ratings by 20% through improved helpdesk response times and personalized follow-up services.,False
admin,87,Cost Reduction,Medium,In Progress,Employee Turnover Rate,user051,77.0,G000426,Develop automation of routine monitoring tasks that will decrease operational expenses by 20% within the next fiscal year.,False
admin,93,Cost Reduction,Medium,In Progress,Sales Increase,user043,32.242883118801686,G000427,"Reduce operational expenses by optimizing energy usage across all corporate facilities, aiming for a 20% reduction in utility costs over the next fiscal year.",False
admin,75,Revenue Growth,Medium,In Progress,Sales Increase,user089,17.0,G000428,Increase annual subscriptions by 20% by launching targeted marketing campaigns and expanding into new geographic markets.,False
admin,84,Efficiency,Critical,Cancelled,Employee Turnover Rate,user023,67.27881794183962,G000429,"Optimize the IT ticket resolution process to reduce response time from 24 hours to 12 hours, enhancing overall operational efficiency.",False
admin,95,Cost Reduction,Low,Planned,Sales Increase,user008,71.88509745802104,G000430,"Reduce overall operational expenditures by optimizing energy usage, aiming for a 20% cost saving over the next fiscal year.",False
admin,58,Customer Satisfaction,Low,In Progress,Survey Score,user085,17.63051385301686,G000431,Increase the customer satisfaction rating by 10% through improved support response times and comprehensive follow-up surveys.,False
admin,60,Efficiency,Low,Completed,Sales Increase,user072,91.51149149470373,G000432,Enhance the usage of automation tools to improve workflow efficiency by reducing process times by 20% within the next quarter.,True
admin,88,Customer Satisfaction,Medium,Planned,Employee Turnover Rate,user092,87.05001948751627,G000433,Increase customer satisfaction ratings by 20% through improved response times and personalized customer service interactions.,False
admin,69,Cost Reduction,High,Completed,Expense Ratio,user080,75.0,G000434,"Decrease operational expenses by optimizing IT infrastructure, aiming for a 20% reduction in Q2 costs relative to Q1.",True
admin,73,Revenue Growth,High,In Progress,Expense Ratio,user098,55.0,G000435,Increase software product sales by 20% through expanded online marketing efforts and partnerships with leading tech influencers.,False
admin,53,Customer Satisfaction,Low,In Progress,Expense Ratio,user015,34.426488351644835,G000436,Develop and launch a new feedback tool by Q2 to improve customer satisfaction ratings by at least 20% through enhanced service response times and personalized support.,False
admin,63,Cost Reduction,Medium,Completed,Employee Turnover Rate,user036,95.0,G000437,Achieve a 20% reduction in operational expenses by optimizing supply chain logistics and renegotiating vendor contracts.,True
admin,95,Efficiency,Low,In Progress,Survey Score,user096,5.0,G000438,Increase the efficiency of the IT support team by reducing the average response time for customer tickets from 4 hours to 2 hours.,False
admin,98,Cost Reduction,Medium,Completed,Employee Turnover Rate,user056,100.0,G000439,"Reduce operational expenses through optimized technology investments, aiming for a 20% reduction in IT expenditure by end of Q3.",True
admin,88,Customer Satisfaction,Critical,In Progress,Survey Score,user097,16.330135672770453,G000440,Increase customer satisfaction scores by 20% through improved response times and enhanced support training by the end of Q4.,False
admin,70,Cost Reduction,High,In Progress,Survey Score,user027,34.39147018779572,G000441,Reduce overall IT spend by consolidating vendor contracts and improving transaction efficiency aiming for a 20% cost savings within the next fiscal year.,False
admin,82,Cost Reduction,Low,In Progress,Expense Ratio,user087,45.023096633552925,G000442,"Reduce overall operational expenses by optimizing energy consumption and vendor contract negotiations, aiming for a 20% cost reduction within the next fiscal year.",False
admin,77,Employee Satisfaction,High,In Progress,Employee Turnover Rate,user091,34.38270944195727,G000443,Develop and roll out an enhanced employee engagement program aimed at boosting overall job satisfaction ratings by 20% through improved communication channels and regular feedback mechanisms.,False
admin,98,Employee Satisfaction,High,In Progress,Expense Ratio,user096,11.0,G000444,Create a quarterly feedback system aimed at improving workplace environment and increasing overall employee satisfaction by 20%.,False
admin,72,Cost Reduction,Low,Completed,Employee Turnover Rate,user085,82.0,G000445,"Decrease annual software licensing expenses by consolidating vendors and negotiating volume discounts, aiming for a 20% reduction from $300K to $240K.",True
admin,90,Cost Reduction,High,In Progress,Expense Ratio,user081,19.99112451529231,G000446,Reduce overall IT infrastructure costs by consolidating third-party services and renegotiating contracts to achieve a 20% reduction in expenses within the next fiscal year.,False
admin,97,Revenue Growth,Critical,In Progress,Expense Ratio,user082,79.0,G000447,Develop new partnership strategies to increase subscription-based revenue by 20% over the next two fiscal quarters.,False
admin,56,Cost Reduction,Critical,In Progress,Expense Ratio,user052,67.46051315904235,G000448,"Reduce IT operational costs by optimizing server usage, potentially saving up to 20% annually.",True
admin,99,Revenue Growth,Low,Completed,Employee Turnover Rate,user008,101.0,G000449,Develop and launch a new digital product line by Q3 to increase the company's revenue streams by 20%.,True
admin,64,Cost Reduction,Medium,In Progress,Expense Ratio,user033,34.0,G000450,"Optimize IT infrastructure to decrease annual spending by 20%, focusing on more cost-effective solutions and vendor negotiations.",False
admin,80,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,user057,48.82165934106498,G000451,Enhance the customer interaction platform to improve satisfaction ratings by at least 20% over the next quarter through faster response times and personalized service.,False
admin,95,Revenue Growth,High,Cancelled,Survey Score,user096,70.0,G000452,Expand into the European market to increase overall company revenue by 20% within the next fiscal year.,False
admin,95,Cost Reduction,Low,In Progress,Expense Ratio,user073,47.00084522755556,G000453,"Reduce operational costs by optimizing IT support structures, aiming for a 20% cost reduction in the next financial quarter.",False
admin,67,Efficiency,Medium,In Progress,Survey Score,user034,56.0,G000454,Enhance the automation of repetitive tasks in the billing department to increase processing speed by 20% within the next six months.,False
admin,55,Cost Reduction,Low,Completed,Sales Increase,user063,93.05260904045633,G000455,"Reduce overall IT expenditure by optimizing software licenses and renegotiating vendor contracts, targeting a 20% cost savings within the next fiscal year.",True
admin,67,Customer Satisfaction,Medium,In Progress,Sales Increase,user059,46.0,G000456,Develop a new customer feedback system to increase satisfaction ratings by 20% by the end of Q4.,False
admin,85,Cost Reduction,Critical,In Progress,Survey Score,user030,45.0,G000457,Achieve a 20% reduction in operational expenses by optimizing resource allocation and eliminating wasteful spending.,False
admin,64,Revenue Growth,High,In Progress,Expense Ratio,user030,10.0,G000458,Increase annual software subscription sales by 20% through enhanced marketing strategies and expanding into new geographic markets.,False
admin,73,Revenue Growth,Medium,In Progress,Employee Turnover Rate,user071,64.0,G000459,Expand into the Asian market to increase overall company revenue by 20% within the next fiscal year.,False
admin,87,Employee Satisfaction,Medium,Planned,Sales Increase,user030,17.0,G000460,Launch an employee engagement program aimed to boost overall satisfaction rates by 20% through surveys and focus groups to better understand and address workforce needs.,False
admin,81,Employee Satisfaction,Critical,In Progress,Employee Turnover Rate,user064,77.0,G000461,Develop a comprehensive wellness program aimed at improving overall employee satisfaction scores by 20% over the next fiscal year.,False
admin,86,Employee Satisfaction,Critical,In Progress,Employee Turnover Rate,user091,80.42061760666061,G000462,"Increase employee satisfaction scores by deploying a new well-being program aimed to enhance work-life balance and overall health, leading to a 20% improvement in annual employee survey results.",False
admin,67,Employee Satisfaction,High,In Progress,Expense Ratio,user096,28.993443729246916,G000463,"Launch a quarterly anonymous feedback survey to identify areas of improvement in employee satisfaction and workplace environment, aiming to increase overall staff happiness ratings by 20%.",False
admin,93,Customer Satisfaction,Low,In Progress,Survey Score,user007,46.979808847437965,G000464,Develop a new customer feedback system to improve satisfaction ratings by at least 20% over the next quarter.,False
admin,66,Employee Satisfaction,Low,In Progress,Survey Score,user024,48.0,G000465,Develop and implement a quarterly team-building program aimed at improving overall employee satisfaction scores by 20%.,False
admin,58,Revenue Growth,Critical,In Progress,Survey Score,user050,39.0,G000466,Develop new digital marketing strategies to increase online sales revenue by 20% within the next fiscal quarter.,False
admin,77,Efficiency,High,In Progress,Sales Increase,user056,76.2806260315468,G000467,Increase the automation of routine database maintenance tasks to improve system uptime by 20%.,False
admin,67,Revenue Growth,Low,In Progress,Expense Ratio,user084,51.0,G000468,Expand sales channels into three new international markets to increase overall revenue by 20% within the next fiscal year.,False
admin,80,Cost Reduction,Critical,Cancelled,Survey Score,user023,9.0,G000469,Optimize software licensing to achieve a 20% reduction in IT expenses over the next fiscal year.,False
admin,94,Revenue Growth,Medium,In Progress,Expense Ratio,user053,55.0,G000470,Expand sales to the European market to increase annual revenue by 20% over the previous financial year.,False
admin,85,Revenue Growth,High,Completed,Sales Increase,user071,99.0,G000471,Develop and introduce two new software products in the upcoming fiscal year to increase annual revenue by 20%.,True
admin,98,Employee Satisfaction,High,In Progress,Sales Increase,user004,17.0,G000472,Enhance employee engagement programs to increase overall job satisfaction rates by 20% in the next fiscal year.,False
